Country,Media,Time,Title,Links,Attitude,Key_words,Distance
Angola,,2022 年 6 月 21 日,澳门发现 49 例新的 Covid-19 病例并关闭公共服务,https://www.jornaldeangola.ao/ao/noticias/macau-detecta-49-novos-casos-de-covid-19-e-encerra-servicos-publicos/,middle,,
Angola,,2022 年 7 月 5 日,上海宣布对 Covid-19 进行两轮新的大规模测试,https://www.jornaldeangola.ao/ao/noticias/xangai-anuncia-duas-novas-rondas-de-testagem-em-massa-contra-a-covid-19/,middle,,
Angola,,10/13/2022,中国维持“零病例”战略,https://www.jornaldeangola.ao/ao/noticias/china-mantem-estrategia-de-zero-casos-da-doenca/,middle,,
Angola,,05/12/2022,中国多个城市放松防疫措施,https://www.jornaldeangola.ao/ao/noticias/varias-cidades-da-china-relaxam-medidas-de-prevencao-epidemica/,middle,,
Angola,,12/06/2022,China levanta quarentena para viajantes internacionais（中国放宽防疫措施）,https://www.jornaldeangola.ao/ao/noticias/china-levanta-quarentena-para-viajantes-internacionais/,negative,最严厉的限制；“不幸的是，我们不能完全相信中国当局提供给我们的信息，他们显然贬低了部分信息”，,10407km
Angola,,01/09/2023,China relaxa medidas de preven??o epidémica（中国取消对国际旅客的检疫）,https://www.jornaldeangola.ao/ao/noticias/china-relaxa-medidas-de-prevencao-epidemica/,negative,习近平将抗议活动归咎于学生在实施三年高度限制措施后的“挫败感”。,
Congo-Brazzaville,Agence Congo-Brazzavillelaise de Presse (ACP),2021 年 6 月 19 日,Covid-19：在中国蝙蝠中发现的一种非常接近的病毒,https://acpCongo-Brazzaville.com/index.php/2021/06/19/covid-19-a-very-close-virus-found-in-bats-in-china/,middle,,9875km
Congo-Brazzaville,,2021 年 1 月 16 日,Covid-19：中国研究人员表示，2021 年可能比 2020 年更糟,https://acpCongo-Brazzaville.com/index.php/2021/01/16/covid-19-2021-pourrait-etre-pire-que-2020-selon-des-chercheurs-chinois/,middle,,
Congo-Brazzaville,,2020 年 6 月 18 日,北京取消1000多个航班维持警戒级别,https://acpCongo-Brazzaville.com/index.php/2020/06/18/pekin-maintient-son-niveau-dalerte-en-annulant-plus-de-1-000-vols/,middle,,
Congo-Brazzaville,,2023 年 1 月 10 日,世卫组织表示，欧洲对中国 COVID-19 病例激增没有“重大”影响,https://acpCongo-Brazzaville.com/index.php/2023/01/10/pas-dimpact-significatif-en-europe-sur-la-flambee-des-cas-de-covid-19-en-chine-selon-loms/,middle,,
Congo-Brazzaville,,2020 年 6 月 16 日,北京在中国隔离了 10 起 Covid-19 感染疫情,https://acpCongo-Brazzaville.com/index.php/2020/06/16/pekin-met-en-quarantaine-dix-foyers-dinfection-de-covid-19-en-chine/,middle,,
Congo-Brazzaville,,2023 年 1 月 9 日,中国：Covid-19 后边境的开放受到不同程度的赞赏,https://acpCongo-Brazzaville.com/index.php/2023/01/09/chine-une-ouverture-des-frontieres-post-covid-19-diversement-appreciee/,positive,广泛赞赏。,
Congo-Brazzaville,,2023 年 1 月 4 日,Covid-19：加纳对来自中国的乘客进行测试,https://acpCongo-Brazzaville.com/index.php/2023/01/04/covid-19-le-ghana-impose-des-tests-aux-passagers-venant-de-chine/,middle,,
Congo-Brazzaville,,2022 年 2 月 6 日,中国：面对 COVID-19 大流行，总理呼吁团结合作,https://acpCongo-Brazzaville.com/index.php/2022/02/06/chine-le-premier-ministre-appelle-a-la-solidarite-et-a-la-cooperation-face-a-la-pandemie-de-covid-19/,middle,,
Congo-Brazzaville,,2021 年 11 月 30,中国承诺向刚果民主共和国提供卫生援助以抗击 COVID-19,https://acpCongo-Brazzaville.com/index.php/2021/11/30/la-chine-promet-son-aide-sanitaire-a-la-rdc-dans-la-lutte-contre-la-covid-19/,positive,感谢,
Congo-Brazzaville,,2021 年 11 月 2 日,埃及收到中国捐赠的新一批科兴抗COVID-19疫苗,https://acpCongo-Brazzaville.com/index.php/2021/11/02/legypte-recoit-un-nouveau-lot-de-vaccins-de-sinovac-anti-covid-19-donnes-par-la-chine/,donate,,
Congo-Brazzaville,,2021 年 9 月 13 日,中国向菲律宾提供更多 COVID-19 疫苗,https://acpCongo-Brazzaville.com/index.php/2021/09/13/la-chine-livre-aux-philippines-davantage-de-vaccins-contre-la-covid-19/,middle,,
Congo-Brazzaville,,2021 年 8 月 28 日,拜登指责中国隐藏有关 Covid-19 起源的“关键信息”,https://acpCongo-Brazzaville.com/index.php/2021/08/28/biden-accuse-la-chine-davoir-cache-des-informations-cruciales-sur-lorigine-du-covid-19/,negative,批评,
Congo-Brazzaville,,2021 年 8 月 10 日,COVID-19：美国间谍被指控侵入中国计算机，将大流行归咎于中国,https://acpCongo-Brazzaville.com/index.php/2021/08/10/covid-19-des-espions-americains-accuses-davoir-pirate-des-ordinateurs-chinois-pour-imputer-la-pandemie-a-la-chine/,middle,,
Congo-Brazzaville,,2021 年 5 月 12 日,COVID-19：塞内加尔总统赞赏中国声援他的国家的姿态,https://acpCongo-Brazzaville.com/index.php/2021/05/12/covid-19-le-president-senegalais-apprecie-le-geste-de-solidarite-de-la-chine-a-son-pays/,middle,,
Congo-Brazzaville,,2021 年 4 月 26 日,COVID-19：博茨瓦纳收到来自中国的 Sinovac 疫苗捐赠,https://acpCongo-Brazzaville.com/index.php/2021/04/26/covid-19-le-botswana-recoit-un-don-de-vaccins-de-sinovac-offert-par-la-chine/,donate,,
Congo-Brazzaville,,2021 年 2 月 18 日,中国向刚果民主共和国提供了一批针对Covid-19的医疗设备,https://acpCongo-Brazzaville.com/index.php/2021/02/18/la-chine-dote-la-rdc-dun-lot-dequipements-medicaux-contre-la-covid-19/,middle,,
Congo-Brazzaville,,2021 年 2 月 18 日,中国大使向刚果民主共和国保证其国家支持抗击 COVID-19,https://acpCongo-Brazzaville.com/index.php/2021/02/18/lambassadeur-de-la-chine-rassure-la-rdc-du-soutien-de-son-pays-dans-la-lutte-contre-la-covid-19/,positive,刚果民主共和国站在中国一边,
Congo-Brazzaville,,2021 年 2 月 15 日,"津巴布韦从中国收到 200,000 剂 Covid-19 疫苗",https://acpCongo-Brazzaville.com/index.php/2021/02/15/le-zimbabwe-recoit-de-la-chine-200-000-doses-du-vaccin-contre-le-covid-19/,donate,,
Congo-Brazzaville,,2020 年 10 月 9 日,Covid-19 提供了加强中非关系的机会：赞比亚专家,https://acpCongo-Brazzaville.com/index.php/2020/10/09/la-covid-19-offre-des-opportunites-pour-renforcer-les-liens-entre-la-chine-et-lafrique-selon-un-expert-zambien/,middle,,
Congo-Brazzaville,,2020 年 6 月 18 日,中华人民共和国主席敦促非洲人共同努力抗击 COVID-19,https://acpCongo-Brazzaville.com/index.php/2020/06/18/le-president-de-la-republique-populaire-de-chine-exhorte-les-africains-a-travailler-pour-combattre-ensemble-la-covid-19/,middle,,
Congo-Brazzaville,,2020 年 6 月 3 日,加强中国与刚果民主共和国在应对 COVID-19 方面的合作,https://acpCongo-Brazzaville.com/index.php/2020/06/03/renforcement-de-la-cooperation-entre-la-chine-et-la-rdc-dans-la-riposte-contre-la-covid-19/,middle,,
Congo-Brazzaville,,2020 年 5 月 22 日,习近平说，中国将在两年内向贫困国家提供 20 亿美元，以阻止 Covid-19 的传播,https://acpCongo-Brazzaville.com/index.php/2020/05/22/la-chine-accordera-dici-deux-ans-2-milliards-usd-aux-pays-pauvres-pour-arreter-la-propagation-de-la-covid-19-declare-xi-jinping/,middle,,
Congo-Brazzaville,,2023 年 1 月 15 日,Covid-19：世卫组织要求北京进一步详细说明其新数据,https://acpCongo-Brazzaville.com/index.php/2023/01/15/covid-19-loms-demande-a-pekin-de-detailler-davantage-ses-nouvelles-donnees/,middle,,
Congo-Brazzaville,,2021 年 12 月 12 日,中国加强边境口岸城市疫情管控,https://acpCongo-Brazzaville.com/index.php/2021/12/12/la-chine-renforce-le-controle-epidemique-dans-les-villes-portuaires-frontalieres/,middle,,
Congo-Brazzaville,,2021 年 8 月 28 日,南苏丹等待来自中国的10万剂国药疫苗,https://acpCongo-Brazzaville.com/index.php/2021/08/28/le-soudan-du-sud-a-lattente-de-100-000-doses-du-vaccin-sinopharm-de-la-chine/,middle,,
Congo-Brazzaville,,2021 年 8 月 1 日,中国：扬州因疫情停飞、关闭旅游景点,https://acpCongo-Brazzaville.com/index.php/2021/08/01/chine-les-vols-suspendus-et-les-sites-touristiques-fermes-a-yangzhou-en-raison-de-lepidemie/,middle,,
Congo-Brazzaville,,2021 年 6 月 30 日,COVID-19：卫生部收到中国政府捐赠的医疗设备,https://acpCongo-Brazzaville.com/index.php/2021/06/30/covid-19-le-ministere-de-la-sante-receptionne-un-don-dequipements-medicaux-du-gouvernement-chinois/,donate,,
Congo-Brazzaville,,2021 年 5 月 20 日,中国赞成解除非洲疫苗专利,https://acpCongo-Brazzaville.com/index.php/2021/05/20/chine-favorable-a-la-levee-des-brevets-sur-les-vaccins-en-afrique/,middle,,
Congo-Brazzaville,,2021 年 5 月 19 日,卫生部长与中国驻刚果民主共和国大使交流以防疫为中心,https://acpCongo-Brazzaville.com/index.php/2021/05/19/la-prevention-des-epidemies-au-centre-des-echanges-entre-le-ministre-de-la-sante-et-lambassadeur-de-la-chine-en-rdc/,middle,,
Congo-Brazzaville,,2021 年 3 月 31 日,发布世卫组织关于全球寻找 COVID-19 起源的报告,https://acpCongo-Brazzaville.com/index.php/2021/03/31/publication-du-rapport-de-loms-sur-la-recherche-mondiale-des-origines-du-covid-19/,middle,,
Congo-Brazzaville,,2021 年 2 月 26 日,中国国家主席承诺继续支持哥伦比亚抗击 COVID-19,https://acpCongo-Brazzaville.com/index.php/2021/02/26/le-president-chinois-sengage-a-apporter-un-soutien-continu-a-la-colombie-dans-sa-lutte-contre-le-covid-19/,middle,,
Congo-Brazzaville,,2021 年 1 月 16 日,Covid-19：中国研究人员表示，2021 年可能比 2020 年更糟,https://acpCongo-Brazzaville.com/index.php/2021/01/16/covid-19-2021-pourrait-etre-pire-que-2020-selon-des-chercheurs-chinois/,middle,,
Congo-Brazzaville,,2020 年 10 月 21 日,尽管博尔索纳罗批评 Covid-19，巴西仍采用中国疫苗,https://acpCongo-Brazzaville.com/index.php/2020/10/21/le-bresil-adopte-un-vaccin-chinois-malgre-les-critiques-de-bolsonaro-face-a-la-covid-19/,middle,,
Congo-Brazzaville,,2020 年 7 月 24 日,COVID 19：中国大使朱敬对中国与刚果民主共和国的合作感到满意,https://acpCongo-Brazzaville.com/index.php/2020/07/24/covid-19-lambassadeur-de-chine-zhu-jing-satisfait-de-la-cooperation-de-son-pays-avec-la-rdc/,middle,,
Congo-Brazzaville,,2020 年 6 月 29 日,中国使馆向贝宁伊斯兰教界捐赠一批卫生物资,https://acpCongo-Brazzaville.com/index.php/2020/06/29/lambassade-de-chine-offre-un-lot-de-materiel-sanitaire-a-la-communaute-islamique-beninoise/,donate,,
Congo-Brazzaville,,2020 年 6 月 15 日,中国大陆新增确诊病例57例,https://acpCongo-Brazzaville.com/index.php/2020/06/15/57-nouveaux-cas-confirmes-signales-sur-la-partie-continentale-de-la-chine/,middle,,
Congo-Brazzaville,,2020 年 5 月 16 日,应对Covid-19多部门委员会技术秘书与中国专家在金沙萨举行的工作会议,https://acpCongo-Brazzaville.com/index.php/2020/05/16/seance-de-travail-entre-le-secretaire-technique-du-comite-multisectoriel-de-la-riposte-a-la-covid-19-et-des-experts-chinois-a-kinshasa/,middle,,
Congo-Brazzaville,,2022 年 4 月 17 日,埃及：由中国科兴生物赞助的疫苗冷藏库开工建设,https://acpCongo-Brazzaville.com/index.php/2022/04/17/egypte-debut-de-la-construction-dun-entrepot-frigorifique-de-vaccins-parraine-par-la-societe-chinoise-sinovac/,donate,,
Congo-Brazzaville,,2021 年 9 月 29 日,中国政府向刚果民主共和国捐赠40万剂科兴疫苗,https://acpCongo-Brazzaville.com/index.php/2021/09/29/un-don-de-400-000-doses-de-vaccin-sinovac-du-gouvernement-chinois-remis-a-la-rdc/,donate,,
Congo-Brazzaville,,2020 年 11 月 30 日,中国医疗专家组8人抵达几内亚,https://acpCongo-Brazzaville.com/index.php/2020/11/30/arrivee-en-guinee-dun-groupe-de-huit-experts-medicaux-chinois/,middle,,
Congo-Brazzaville,,2020 年 6 月 2 日,津巴布韦总统会见中国医疗专家组,https://acpCongo-Brazzaville.com/index.php/2020/06/02/le-president-zimbabween-rencontre-une-equipe-dexperts-medicaux-chinois/,middle,,
Congo-Brazzaville,,2020 年 6 月 2 日,中国医疗专家组完成援阿尔及利亚任务,https://acpCongo-Brazzaville.com/index.php/2020/06/02/les-experts-medicaux-chinois-achevent-leur-mission-daide-en-algerie/,middle,,
Congo-Brazzaville,,2020 年 5 月 25 日,对中国卫生专家在刚果（金）所做工作的满意度,https://acpCongo-Brazzaville.com/index.php/2020/05/25/satisfecit-du-travail-effectue-par-les-experts-sanitaires-chinois-en-rdc/,positive,感谢,
Congo-Brazzaville,,2020 年 5 月 25 日,刚果政府对中国当局和人民表示感谢,https://acpCongo-Brazzaville.com/index.php/2020/05/25/le-gouvernement-Congo-Brazzavillelais-demeure-reconnaissant-envers-les-autorites-et-le-peuple-chinois/,positive,感谢,
Congo-Brazzaville,,2020 年 5 月 24 日,应对covid -19技术秘书处对中国医学专家所做的工作表示满意,https://acpCongo-Brazzaville.com/index.php/2020/05/24/le-secretariat-technique-de-riposte-contre-la-covid-19-satisfait-du-travail-effectue-par-les-experts-medicaux-chinois/,positive,满意,
Congo-Brazzaville,,2020 年 5 月 22 日,中国援刚果（金）医疗队报告呈交外长,https://acpCongo-Brazzaville.com/index.php/2020/05/22/le-bilan-de-lequipe-medicale-chinoise-en-rdc-presente-au-ministre-des-affaires-etrangeres/,middle,,
Congo-Brazzaville,,2020 年 5 月 16 日,中国医生团向金沙萨市州长赠送,https://acpCongo-Brazzaville.com/index.php/2020/05/16/le-groupe-de-medecins-chinois-presente-au-gouverneur-de-la-ville-de-kinshasa/,middle,,
Congo-Brazzaville,Le Potentiel,,找不到相关新闻,,,,
Congo-Brazzaville,La Semaine Africaine ,,找不到相关新闻,,,,
Congo-Brazzaville,Radio-Télévision nationale Congo-Brazzavillelaise (RTNC) ,,找不到相关新闻,,,,
Equatorial Guinea,Equatorial Guinea Press and Information Office,2022 年 1 月 19 日,中国政府希望向赤道几内亚捐赠更多剂量的 COVID-19 疫苗,https://www.guineaecuatorialpress.com/noticias/el_gobierno_chino_desea_donar_a_guinea_ecuatorial_mas_dosis_de_vacuna_contra_la_covid-19,positive,,10253 km
Equatorial Guinea,,2021 年 5 月 8 日,世界卫生组织 (WHO) 于 5 月 7 日宣布批准在全球紧急使用中国国药疫苗，该疫苗正在赤道几内亚和其他近 37 个国家接种。该组织认为该疫苗符合质量、安全性和有效性标准，并尊重风险管理计划和实际适用性。,https://www.guineaecuatorialpress.com/noticias/aprobado_el_uso_por_emergencia_de_la_vacuna_de_sinopharm,middle,,
Equatorial Guinea,,2021 年 4 月 19 日,20万剂疫苗从中国运抵,https://www.guineaecuatorialpress.com/noticias/llegan_200000_dosis_de_vacunas_procedentes_de_china,positive,,
Equatorial Guinea,,2021 年 3 月 8 日,总统接受了第二剂针对 COVID-19 的疫苗,https://www.guineaecuatorialpress.com/noticias/el_presidente_recibe_la_segunda_dosis_de_la_vacuna_contra_la_covid-19,middle,,
Equatorial Guinea,,2021 年 3 月 4 日,共和国副总统特接受了第二剂冠状病毒疫苗,https://www.guineaecuatorialpress.com/noticias/se_teodoro_nguema_obiang_mangue_recibe_su_segunda_dosis_de_la_vacuna_contra_el_coronavirus,middle,,
Equatorial Guinea,,2021 年 2 月 24 日,摩洛哥王国与赤道几内亚共和国一样，将中国国药疫苗作为疫苗接种战略的起点，赤道几内亚也开始向一线人员提供该疫苗。,https://www.guineaecuatorialpress.com/noticias/marruecos_apuesta_por_la_misma_vacuna_que_guinea_ecuatorial_en_su_campa%C3%B1a_de_vacunacion_,positive,积极成果、康复、感染人数也大幅下降,
Equatorial Guinea,,2021 年 2 月 19 日,中方祝贺赤道几内亚成为第一个接受其疫苗的非洲国家,https://www.guineaecuatorialpress.com/noticias/china_felicita_a_guinea_ecuatorial_por_ser_el_primer_pais_africano_en_aceptar_su_vacuna_,positive,推动几内亚与中国外交关系的新活力,
Equatorial Guinea,,2021 年 2 月 16 日,在上述会议期间，行政人员宣布建立政府希望实施的抗击 COVID-19 战略的新阶段，特别是在中华人民共和国政府的捐赠最近抵达该国之后中国有大量剂量的 Vero 细胞疫苗。,https://www.guineaecuatorialpress.com/noticias/reunion_del_primer_ministro_con_autoridades_de_la_region_continental,middle,,
Equatorial Guinea,,2021 年 2 月 12 日,本周四，共和国副总统成为第一个接种中国 Verocel 疫苗的赤道几内亚人，该疫苗于本周三在马拉博国际机场交付。,guineaecuatorialpress.com/noticias/se_teodoro_nguema_obiang_mangue_primer_ecuatoguineano_en_el_pais_en_vacunarse_contra_el_coronavirus,middle,,
Equatorial Guinea,,2021 年 2 月 11 日,本周三，几名赤道几内亚当局已被部署到马拉博机场的总统航站楼，参加冠状病毒疫苗的交付仪式。仪式由赤道几内亚共和国副总统特奥多罗·恩圭马·奥比昂·曼格阁下主持，中华人民共和国大使齐梅作为捐赠国出席了仪式。这是一部探讨两国50年前外交关系和谐状态的作品。,https://www.guineaecuatorialpress.com/noticias/guinea_ecuatorial_ya_cuenta_con_la_vacuna_contra_el_covid_19,positive,亚洲巨人、外交关系和谐、加强团结两国的友谊与合作、良好外交关系,
Equatorial Guinea,,2021 年 2 月 10 日,中华人民共和国驻马拉博大使齐梅文章，全文转载如下。,https://www.guineaecuatorialpress.com/noticias/trabajar_como_hermanos_para_superar_juntos_las_dificultades,positive,同舟共济，共克时艰,
Equatorial Guinea,,2021 年 2 月 4 日,中国医疗队的成员被授予赤道几内亚独立勋章。,https://www.guineaecuatorialpress.com/noticias/el_viceministro_de_sanidad_condecora_a_21_medicos_de_la_brigada_medica_china_,positive,中国医疗队在我国开展的出色工作、两国之间密切的双边关系和外交关系。,
Equatorial Guinea,,2021 年 2 月 2 日,中国打算向赤道几内亚捐赠针对 COVID-19 的疫苗,https://www.guineaecuatorialpress.com/noticias/china_tiene_la_intencion_de_donar_a_guinea_ecuatorial_la_vacuna_contra_el_covid-19,positive,感谢中国政府,
Equatorial Guinea,,2020 年 12 月 18 日,赤道几内亚、中国和委内瑞拉同意有必要继续采取联合战略来对抗 COVID-19,https://www.guineaecuatorialpress.com/noticias/guinea_ecuatorial_china_y_venezuela_coinciden_en_la_necesidad_de_seguir_adoptando_estrategias_conjuntas_en_la_lucha_contra_el_covid-19__,positive,今年是两国政府建立 50 周年。,
Equatorial Guinea,,2020 年 8 月 12 日,捐赠物资包括4.9万只口罩和400支红外线测温仪，象征和忠实反映了中国和赤几执政党之间的兄弟情谊和团结精神，以及两国长期以来的良好友好合作关系。 50 年来，北京和马拉博牢不可破的联系始终如一。,https://www.guineaecuatorialpress.com/noticias/donacion_de_material_contra_el_covid-19_del_pcch_a_la_oficina_nacional_del_pdge_,donate,,
Equatorial Guinea,,2020 年 7 月 2 日,7 月 1 日，星期三，政府总统府部长级秘书长巴尔塔萨·埃索诺·埃沃罗收到了中国建筑公司向国民政府捐赠的口罩，以示对人民的支持和声援。赤道几内亚在与 COVID-19 的斗争中。,https://www.guineaecuatorialpress.com/noticias/donacion_de_mascarillas_de_china_state_construction,middle,,
Equatorial Guinea,,2020 年 6 月 25 日,卫生部副部长接见中国大使,https://www.guineaecuatorialpress.com/noticias/el_viceministro_de_sanidad_recibe_en_audiencia_a_la_embajadora_de_china,middle,,
